date,productId,productName,quantity,unitPrice,totalAmount
2024-12-03,P003,Smart Watch Pro,17,200.55,3409.35
2023-03-01,P007,1080p Webcam,18,93.47,1682.46
2024-10-01,P010,Bluetooth Speaker,1,54.21,54.21
2023-01-03,P004,4K Action Camera,13,310.31,4034.03
2023-06-14,P002,Wireless Earbuds,8,90.66,725.28
2023-12-21,P009,Fitness Tracker,19,76.77,1458.63
2024-02-22,P004,4K Action Camera,2,295.9,591.8
2024-05-23,P003,Smart Watch Pro,2,213.71,427.42
2024-07-04,P006,Mechanical Keyboard,13,135.4,1760.2
2024-12-03,P008,Noise Cancelling Headphones,13,214.81,2792.53
2024-07-13,P010,Bluetooth Speaker,7,63.75,446.25
2024-11-07,P002,Wireless Earbuds,19,96.46,1832.74
2024-06-25,P007,1080p Webcam,14,97.42,1363.88
2024-06-14,P006,Mechanical Keyboard,6,134.57,807.42
2024-01-04,P008,Noise Cancelling Headphones,3,200.74,602.22
2024-12-23,P002,Wireless Earbuds,7,109.57,766.99
2023-10-22,P009,Fitness Tracker,2,83.61,167.22
2023-04-09,P003,Smart Watch Pro,4,199.15,796.6
2023-11-04,P004,4K Action Camera,13,276.51,3594.63
2024-09-07,P007,1080p Webcam,9,87.95,791.55
2024-12-28,P005,Gaming Mouse,13,63.14,820.82
2023-06-02,P003,Smart Watch Pro,4,217.86,871.44
2024-03-02,P010,Bluetooth Speaker,20,58.17,1163.4
2023-10-05,P006,Mechanical Keyboard,3,119.44,358.32
2023-07-29,P009,Fitness Tracker,1,80.43,80.43
2024-07-07,P010,Bluetooth Speaker,3,60.33,180.99
2024-07-15,P002,Wireless Earbuds,7,98.11,686.77
2023-11-19,P008,Noise Cancelling Headphones,7,214.16,1499.12
2023-04-10,P001,Premium Headphones,2,150.58,301.16
2023-12-18,P005,Gaming Mouse,4,56.41,225.64
2023-11-19,P004,4K Action Camera,10,309.4,3094.0
2024-09-07,P008,Noise Cancelling Headphones,7,216.75,1517.25
2024-03-02,P002,Wireless Earbuds,2,107.67,215.34
2023-11-09,P001,Premium Headphones,13,137.89,1792.57
2024-02-02,P005,Gaming Mouse,8,60.59,484.72
2023-12-28,P010,Bluetooth Speaker,12,65.44,785.28
2024-06-21,P001,Premium Headphones,14,142.9,2000.6
2024-02-02,P004,4K Action Camera,12,283.24,3398.88
2023-12-28,P008,Noise Cancelling Headphones,12,188.78,2265.36
2024-07-25,P002,Wireless Earbuds,2,90.21,180.42
2023-02-03,P003,Smart Watch Pro,19,218.46,4150.74
2023-05-31,P009,Fitness Tracker,5,78.88,394.4
2024-08-30,P006,Mechanical Keyboard,7,135.89,951.23
2023-06-29,P003,Smart Watch Pro,2,215.05,430.1
2023-02-19,P010,Bluetooth Speaker,12,64.32,771.84
2024-11-08,P006,Mechanical Keyboard,13,121.42,1578.46
2024-03-25,P002,Wireless Earbuds,19,106.94,2031.86
2023-07-11,P009,Fitness Tracker,8,79.32,634.56
2023-05-02,P003,Smart Watch Pro,2,185.95,371.9
2024-06-13,P010,Bluetooth Speaker,13,65.92,856.96
2024-02-17,P010,Bluetooth Speaker,19,63.36,1203.84
2023-06-19,P006,Mechanical Keyboard,6,127.54,765.24
2024-09-09,P001,Premium Headphones,15,142.2,2133.0
2023-07-07,P005,Gaming Mouse,1,62.28,62.28
2023-12-28,P001,Premium Headphones,3,154.77,464.31
2023-05-16,P003,Smart Watch Pro,17,205.96,3501.32
2024-03-24,P010,Bluetooth Speaker,3,60.13,180.39
2024-02-16,P004,4K Action Camera,12,326.57,3918.84
2024-01-25,P006,Mechanical Keyboard,14,124.56,1743.84
2024-07-18,P010,Bluetooth Speaker,19,59.48,1130.12
2024-12-04,P008,Noise Cancelling Headphones,18,217.67,3918.06
2024-02-12,P008,Noise Cancelling Headphones,9,191.48,1723.32
2023-06-13,P006,Mechanical Keyboard,17,120.64,2050.88
2024-10-31,P005,Gaming Mouse,12,59.3,711.6
2023-10-25,P005,Gaming Mouse,5,55.65,278.25
2024-12-25,P001,Premium Headphones,19,145.07,2756.33
2024-08-14,P010,Bluetooth Speaker,6,57.05,342.3
2024-04-12,P004,4K Action Camera,5,315.05,1575.25
2023-01-12,P002,Wireless Earbuds,8,92.49,739.92
2024-11-05,P008,Noise Cancelling Headphones,9,214.85,1933.65
2023-01-05,P005,Gaming Mouse,16,65.73,1051.68
2023-04-04,P007,1080p Webcam,17,81.1,1378.7
2024-08-10,P006,Mechanical Keyboard,1,129.82,129.82
2024-06-27,P009,Fitness Tracker,14,74.97,1049.58
2024-02-05,P009,Fitness Tracker,3,82.91,248.73
2024-02-23,P007,1080p Webcam,4,94.67,378.68
2023-06-01,P005,Gaming Mouse,14,60.54,847.56
2024-04-12,P005,Gaming Mouse,6,58.52,351.12
2024-03-04,P003,Smart Watch Pro,20,196.37,3927.4
2023-04-01,P009,Fitness Tracker,14,74.71,1045.94
2023-02-21,P005,Gaming Mouse,18,65.49,1178.82
2023-09-26,P002,Wireless Earbuds,5,109.98,549.9
2023-09-24,P001,Premium Headphones,13,138.68,1802.84
2023-02-23,P001,Premium Headphones,17,162.58,2763.86
2024-02-01,P006,Mechanical Keyboard,9,141.87,1276.83
2023-05-20,P008,Noise Cancelling Headphones,4,209.59,838.36
2023-07-30,P001,Premium Headphones,12,160.05,1920.6
2023-11-02,P006,Mechanical Keyboard,10,134.53,1345.3
2024-02-11,P003,Smart Watch Pro,3,209.22,627.66
2024-07-07,P004,4K Action Camera,9,295.69,2661.21
2024-12-21,P008,Noise Cancelling Headphones,15,191.29,2869.35
2023-09-02,P007,1080p Webcam,20,84.08,1681.6
2023-10-01,P010,Bluetooth Speaker,2,64.73,129.46
2024-11-27,P002,Wireless Earbuds,10,105.5,1055.0
2023-08-30,P006,Mechanical Keyboard,7,140.5,983.5
2024-08-09,P005,Gaming Mouse,4,57.11,228.44
2024-03-26,P007,1080p Webcam,10,91.38,913.8
2024-05-20,P007,1080p Webcam,15,83.79,1256.85
2023-12-24,P001,Premium Headphones,1,161.18,161.18
2023-01-01,P003,Smart Watch Pro,8,188.74,1509.92
2023-02-08,P007,1080p Webcam,8,88.45,707.6
2024-09-04,P006,Mechanical Keyboard,1,141.19,141.19
2024-09-05,P001,Premium Headphones,7,163.13,1141.91
2024-05-07,P007,1080p Webcam,11,87.08,957.88
2023-04-11,P009,Fitness Tracker,8,75.65,605.2
2023-05-18,P005,Gaming Mouse,5,55.78,278.9
2024-10-29,P009,Fitness Tracker,7,77.71,543.97
2023-06-17,P006,Mechanical Keyboard,19,135.12,2567.28
2023-07-22,P004,4K Action Camera,11,328.25,3610.75
2024-11-21,P005,Gaming Mouse,13,64.93,844.09
2023-03-30,P002,Wireless Earbuds,4,109.47,437.88
2023-09-28,P001,Premium Headphones,6,137.0,822.0
2024-11-30,P007,1080p Webcam,3,96.13,288.39
2023-06-21,P002,Wireless Earbuds,2,103.57,207.14
2023-06-16,P005,Gaming Mouse,3,61.51,184.53
2024-07-14,P004,4K Action Camera,9,295.99,2663.91
2024-01-22,P006,Mechanical Keyboard,1,125.56,125.56
2024-09-15,P008,Noise Cancelling Headphones,12,205.48,2465.76
2024-06-24,P007,1080p Webcam,9,98.16,883.44
2023-12-29,P006,Mechanical Keyboard,15,118.74,1781.1
2024-12-20,P007,1080p Webcam,13,94.64,1230.32
2023-11-28,P008,Noise Cancelling Headphones,11,212.89,2341.79
2023-07-01,P004,4K Action Camera,2,293.64,587.28
2024-03-28,P006,Mechanical Keyboard,10,139.08,1390.8
2023-07-26,P004,4K Action Camera,12,317.53,3810.36
2023-12-21,P008,Noise Cancelling Headphones,13,203.05,2639.65
2024-09-27,P008,Noise Cancelling Headphones,11,219.1,2410.1
2024-01-29,P005,Gaming Mouse,2,55.06,110.12
2023-09-09,P004,4K Action Camera,4,305.37,1221.48
2023-10-22,P004,4K Action Camera,9,306.75,2760.75
2024-04-01,P010,Bluetooth Speaker,20,63.36,1267.2
2024-03-25,P007,1080p Webcam,14,92.17,1290.38
2024-01-30,P001,Premium Headphones,15,142.34,2135.1
2024-03-31,P001,Premium Headphones,2,153.58,307.16
2024-11-06,P002,Wireless Earbuds,9,103.9,935.1
2023-11-29,P005,Gaming Mouse,13,62.92,817.96
2023-09-05,P002,Wireless Earbuds,4,93.8,375.2
2023-12-23,P006,Mechanical Keyboard,8,129.28,1034.24
2023-04-08,P010,Bluetooth Speaker,9,64.86,583.74
2024-06-08,P010,Bluetooth Speaker,17,55.79,948.43
2023-04-07,P004,4K Action Camera,10,317.83,3178.3
2023-05-21,P007,1080p Webcam,4,89.97,359.88
2024-01-01,P003,Smart Watch Pro,14,198.28,2775.92
2023-08-30,P003,Smart Watch Pro,20,197.76,3955.2
2024-04-05,P002,Wireless Earbuds,9,92.46,832.14
2023-06-14,P005,Gaming Mouse,1,61.91,61.91
2023-11-09,P007,1080p Webcam,3,84.49,253.47
2023-05-26,P001,Premium Headphones,10,155.77,1557.7
2024-11-27,P010,Bluetooth Speaker,11,60.26,662.86
2023-03-13,P003,Smart Watch Pro,11,207.48,2282.28
2023-05-19,P001,Premium Headphones,11,145.96,1605.56
2024-08-04,P006,Mechanical Keyboard,9,118.95,1070.55
2023-02-20,P010,Bluetooth Speaker,7,62.17,435.19
2023-05-23,P010,Bluetooth Speaker,18,57.48,1034.64
2023-08-04,P009,Fitness Tracker,3,86.4,259.2
2023-09-29,P006,Mechanical Keyboard,18,136.41,2455.38
2024-05-11,P004,4K Action Camera,13,315.66,4103.58
2024-02-13,P010,Bluetooth Speaker,5,61.48,307.4
2023-04-18,P005,Gaming Mouse,17,62.0,1054.0
2024-09-28,P010,Bluetooth Speaker,3,59.46,178.38
2023-06-03,P001,Premium Headphones,11,161.43,1775.73
2023-10-03,P007,1080p Webcam,18,93.23,1678.14
2024-01-02,P002,Wireless Earbuds,8,107.64,861.12
2023-03-20,P008,Noise Cancelling Headphones,18,215.88,3885.84
2023-12-26,P006,Mechanical Keyboard,9,130.5,1174.5
2024-09-04,P002,Wireless Earbuds,15,108.99,1634.85
2023-01-23,P005,Gaming Mouse,18,61.39,1105.02
2023-10-01,P003,Smart Watch Pro,9,213.47,1921.23
2023-01-16,P002,Wireless Earbuds,13,101.68,1321.84
2023-10-10,P010,Bluetooth Speaker,7,63.79,446.53
2023-07-02,P006,Mechanical Keyboard,15,130.57,1958.55
2023-07-28,P002,Wireless Earbuds,18,93.91,1690.38
2024-06-13,P006,Mechanical Keyboard,19,134.93,2563.67
2024-09-30,P001,Premium Headphones,6,162.69,976.14
2024-07-09,P008,Noise Cancelling Headphones,7,196.16,1373.12
2024-10-06,P008,Noise Cancelling Headphones,1,184.12,184.12
2023-01-22,P002,Wireless Earbuds,12,109.28,1311.36
2023-06-21,P001,Premium Headphones,17,150.97,2566.49
2023-02-04,P002,Wireless Earbuds,14,98.73,1382.22
2023-02-12,P009,Fitness Tracker,2,86.33,172.66
2023-05-15,P001,Premium Headphones,12,156.47,1877.64
2023-08-16,P001,Premium Headphones,1,156.87,156.87
2023-10-15,P004,4K Action Camera,16,312.83,5005.28
2023-10-14,P001,Premium Headphones,13,147.44,1916.72
2024-11-16,P004,4K Action Camera,10,313.14,3131.4
2023-11-04,P001,Premium Headphones,14,148.03,2072.42
2024-09-30,P006,Mechanical Keyboard,7,134.66,942.62
2023-06-06,P001,Premium Headphones,6,158.29,949.74
2024-10-04,P004,4K Action Camera,17,291.72,4959.24
2024-01-21,P002,Wireless Earbuds,1,107.24,107.24
2024-07-31,P001,Premium Headphones,2,151.52,303.04
2024-05-02,P008,Noise Cancelling Headphones,12,185.97,2231.64
2023-05-19,P002,Wireless Earbuds,18,103.09,1855.62
2023-03-10,P010,Bluetooth Speaker,11,56.88,625.68
2024-09-30,P002,Wireless Earbuds,14,96.94,1357.16
2024-11-27,P002,Wireless Earbuds,17,101.47,1724.99
2023-01-12,P001,Premium Headphones,19,152.42,2895.98
2023-05-05,P010,Bluetooth Speaker,7,56.81,397.67
2023-09-07,P007,1080p Webcam,3,87.96,263.88
2023-12-23,P010,Bluetooth Speaker,15,60.37,905.55
2024-12-13,P006,Mechanical Keyboard,17,128.97,2192.49
2024-02-28,P007,1080p Webcam,2,95.81,191.62
2024-02-27,P005,Gaming Mouse,11,65.15,716.65
2023-10-22,P002,Wireless Earbuds,18,94.92,1708.56
2024-02-24,P006,Mechanical Keyboard,6,129.04,774.24
2023-12-05,P006,Mechanical Keyboard,15,133.37,2000.55
2023-04-09,P003,Smart Watch Pro,2,215.18,430.36
2023-07-15,P007,1080p Webcam,17,87.03,1479.51
2023-11-26,P001,Premium Headphones,12,150.61,1807.32
2024-12-13,P002,Wireless Earbuds,17,103.21,1754.57
2024-08-01,P010,Bluetooth Speaker,20,64.03,1280.6
2024-08-24,P005,Gaming Mouse,4,59.71,238.84
2024-02-03,P009,Fitness Tracker,3,74.61,223.83
2023-05-31,P005,Gaming Mouse,3,57.61,172.83
2023-05-18,P006,Mechanical Keyboard,6,139.89,839.34
2024-12-05,P007,1080p Webcam,5,98.87,494.35
2024-01-02,P003,Smart Watch Pro,2,213.52,427.04
2023-06-15,P008,Noise Cancelling Headphones,19,189.06,3592.14
2023-08-29,P007,1080p Webcam,5,88.86,444.3
2024-01-31,P003,Smart Watch Pro,12,218.84,2626.08
2023-11-10,P009,Fitness Tracker,4,76.5,306.0
2024-08-08,P004,4K Action Camera,18,322.11,5797.98
2023-07-13,P006,Mechanical Keyboard,15,136.92,2053.8
2023-08-16,P007,1080p Webcam,12,81.17,974.04
2024-03-30,P010,Bluetooth Speaker,11,57.09,627.99
2024-12-24,P005,Gaming Mouse,19,58.76,1116.44
2023-05-26,P003,Smart Watch Pro,18,180.84,3255.12
2023-08-05,P007,1080p Webcam,19,97.47,1851.93
2023-12-02,P008,Noise Cancelling Headphones,18,202.06,3637.08
2023-10-22,P002,Wireless Earbuds,5,100.51,502.55
2023-08-11,P006,Mechanical Keyboard,20,134.03,2680.6
2024-01-10,P004,4K Action Camera,9,309.62,2786.58
2024-04-14,P010,Bluetooth Speaker,15,54.08,811.2
2024-11-05,P002,Wireless Earbuds,14,99.66,1395.24
2023-07-31,P005,Gaming Mouse,1,60.06,60.06
2024-04-13,P008,Noise Cancelling Headphones,18,185.5,3339.0
2024-06-14,P009,Fitness Tracker,19,81.58,1550.02
2023-02-05,P004,4K Action Camera,7,284.08,1988.56
2023-03-08,P003,Smart Watch Pro,4,210.37,841.48
2023-09-05,P001,Premium Headphones,9,156.33,1406.97
2023-10-11,P003,Smart Watch Pro,1,216.41,216.41
2023-04-14,P007,1080p Webcam,10,98.46,984.6
2023-08-19,P003,Smart Watch Pro,12,184.77,2217.24
2024-11-25,P004,4K Action Camera,2,329.83,659.66
2024-01-07,P004,4K Action Camera,16,293.77,4700.32
2024-10-16,P002,Wireless Earbuds,2,93.87,187.74
2023-10-08,P005,Gaming Mouse,3,62.32,186.96
2024-07-18,P006,Mechanical Keyboard,1,141.59,141.59
2023-07-20,P010,Bluetooth Speaker,2,65.56,131.12
2024-03-26,P008,Noise Cancelling Headphones,7,216.2,1513.4
2023-06-29,P005,Gaming Mouse,10,64.17,641.7
2024-10-26,P001,Premium Headphones,10,136.25,1362.5
2024-05-11,P002,Wireless Earbuds,5,93.83,469.15
2024-01-14,P007,1080p Webcam,13,82.93,1078.09
2024-12-21,P007,1080p Webcam,11,84.04,924.44
2024-08-27,P001,Premium Headphones,14,150.4,2105.6
2023-04-28,P008,Noise Cancelling Headphones,10,182.09,1820.9
2023-07-30,P006,Mechanical Keyboard,13,129.1,1678.3
2024-07-17,P001,Premium Headphones,4,162.39,649.56
2023-07-11,P006,Mechanical Keyboard,4,117.26,469.04
2024-12-02,P001,Premium Headphones,7,156.51,1095.57
2023-06-05,P002,Wireless Earbuds,3,104.55,313.65
2024-07-06,P004,4K Action Camera,17,306.29,5206.93
2023-10-18,P010,Bluetooth Speaker,13,62.79,816.27
2023-02-04,P002,Wireless Earbuds,3,97.18,291.54
2024-02-29,P009,Fitness Tracker,6,80.31,481.86
2023-01-18,P008,Noise Cancelling Headphones,18,181.68,3270.24
2024-05-05,P009,Fitness Tracker,4,74.47,297.88
2023-12-22,P003,Smart Watch Pro,15,204.06,3060.9
2024-02-14,P009,Fitness Tracker,7,72.67,508.69
2023-08-31,P005,Gaming Mouse,3,54.28,162.84
2024-12-06,P008,Noise Cancelling Headphones,2,202.86,405.72
2023-07-12,P010,Bluetooth Speaker,12,57.07,684.84
2023-06-07,P010,Bluetooth Speaker,18,61.86,1113.48
2024-01-25,P005,Gaming Mouse,14,64.99,909.86
2023-03-19,P003,Smart Watch Pro,10,207.76,2077.6
2024-07-11,P004,4K Action Camera,1,290.39,290.39
2024-09-30,P009,Fitness Tracker,13,80.23,1042.99
2024-12-09,P002,Wireless Earbuds,11,102.79,1130.69
2023-07-12,P002,Wireless Earbuds,5,94.71,473.55
2023-06-17,P004,4K Action Camera,2,277.8,555.6
2023-01-03,P006,Mechanical Keyboard,14,142.72,1998.08
2023-04-03,P007,1080p Webcam,1,92.94,92.94
2024-09-21,P002,Wireless Earbuds,2,99.48,198.96
2024-01-19,P010,Bluetooth Speaker,8,65.08,520.64
2023-01-14,P006,Mechanical Keyboard,4,142.86,571.44
2023-07-24,P006,Mechanical Keyboard,3,132.88,398.64
2023-05-30,P003,Smart Watch Pro,9,215.73,1941.57
2023-05-12,P008,Noise Cancelling Headphones,5,202.08,1010.4
2023-06-09,P008,Noise Cancelling Headphones,17,218.47,3713.99
2024-01-30,P008,Noise Cancelling Headphones,3,195.58,586.74
2023-04-16,P009,Fitness Tracker,11,79.57,875.27
2024-07-16,P010,Bluetooth Speaker,20,63.28,1265.6
2023-08-09,P002,Wireless Earbuds,17,103.5,1759.5
2024-04-10,P009,Fitness Tracker,16,84.55,1352.8
2023-08-21,P003,Smart Watch Pro,4,206.4,825.6
2024-03-16,P008,Noise Cancelling Headphones,1,216.29,216.29
2023-06-09,P010,Bluetooth Speaker,16,61.27,980.32
2024-10-16,P008,Noise Cancelling Headphones,6,201.53,1209.18
2023-09-16,P006,Mechanical Keyboard,19,129.46,2459.74
2023-09-08,P007,1080p Webcam,2,85.37,170.74
2023-04-07,P007,1080p Webcam,1,95.06,95.06
2024-05-16,P009,Fitness Tracker,1,72.37,72.37
2023-06-27,P008,Noise Cancelling Headphones,18,180.87,3255.66
2024-02-19,P010,Bluetooth Speaker,4,63.56,254.24
2023-08-13,P002,Wireless Earbuds,6,102.96,617.76
2023-01-17,P005,Gaming Mouse,12,56.36,676.32
2024-11-26,P010,Bluetooth Speaker,6,59.86,359.16
2024-02-03,P006,Mechanical Keyboard,19,128.25,2436.75
2024-07-12,P009,Fitness Tracker,10,81.93,819.3
2023-02-15,P002,Wireless Earbuds,8,102.22,817.76
2023-05-31,P003,Smart Watch Pro,16,207.91,3326.56
2024-01-15,P004,4K Action Camera,11,289.46,3184.06
2024-10-17,P006,Mechanical Keyboard,9,127.64,1148.76
2024-11-25,P007,1080p Webcam,20,83.18,1663.6
2023-05-25,P003,Smart Watch Pro,15,181.12,2716.8
2023-01-04,P007,1080p Webcam,4,98.09,392.36
2023-11-04,P010,Bluetooth Speaker,4,56.35,225.4
2024-01-21,P001,Premium Headphones,6,143.52,861.12
2023-07-09,P009,Fitness Tracker,2,74.14,148.28
2024-08-05,P001,Premium Headphones,8,161.43,1291.44
2024-10-07,P004,4K Action Camera,6,309.83,1858.98
2023-02-09,P006,Mechanical Keyboard,19,120.43,2288.17
2024-02-23,P009,Fitness Tracker,7,74.87,524.09
2024-01-09,P007,1080p Webcam,7,97.78,684.46
2023-02-22,P001,Premium Headphones,6,144.85,869.1
2023-06-24,P005,Gaming Mouse,6,55.71,334.26
2023-04-12,P002,Wireless Earbuds,10,100.79,1007.9
2023-09-09,P001,Premium Headphones,11,162.31,1785.41
2024-07-20,P005,Gaming Mouse,13,64.33,836.29
2023-06-15,P006,Mechanical Keyboard,8,137.03,1096.24
2024-11-14,P005,Gaming Mouse,18,63.13,1136.34
2023-11-26,P007,1080p Webcam,20,81.94,1638.8
2024-01-14,P008,Noise Cancelling Headphones,3,195.58,586.74
2024-11-11,P007,1080p Webcam,4,88.31,353.24
2023-03-23,P009,Fitness Tracker,17,78.31,1331.27
2023-02-17,P003,Smart Watch Pro,7,213.34,1493.38
2024-11-05,P003,Smart Watch Pro,16,197.85,3165.6
2024-12-19,P004,4K Action Camera,16,284.36,4549.76
2023-08-26,P008,Noise Cancelling Headphones,9,191.61,1724.49
2023-03-10,P008,Noise Cancelling Headphones,20,191.1,3822.0
2023-10-14,P001,Premium Headphones,2,149.32,298.64
2024-06-19,P004,4K Action Camera,15,285.08,4276.2
2023-08-19,P005,Gaming Mouse,20,54.69,1093.8
2023-12-10,P008,Noise Cancelling Headphones,18,209.82,3776.76
2024-01-16,P001,Premium Headphones,2,162.97,325.94
2023-03-07,P010,Bluetooth Speaker,10,58.75,587.5
2024-03-19,P004,4K Action Camera,13,318.89,4145.57
2023-09-08,P001,Premium Headphones,6,151.54,909.24
2024-12-30,P004,4K Action Camera,18,311.15,5600.7
2023-07-09,P003,Smart Watch Pro,14,197.65,2767.1
2023-02-22,P008,Noise Cancelling Headphones,14,190.61,2668.54
2023-05-10,P008,Noise Cancelling Headphones,4,217.53,870.12
2024-07-01,P004,4K Action Camera,12,322.06,3864.72
2023-06-07,P004,4K Action Camera,10,296.35,2963.5
2024-04-03,P005,Gaming Mouse,14,55.65,779.1
2024-08-31,P001,Premium Headphones,1,160.95,160.95
2024-04-05,P005,Gaming Mouse,14,56.0,784.0
2023-03-14,P005,Gaming Mouse,16,55.26,884.16
2023-06-24,P001,Premium Headphones,15,148.88,2233.2
2024-07-11,P009,Fitness Tracker,12,82.92,995.04
2023-02-25,P003,Smart Watch Pro,8,215.37,1722.96
2023-08-08,P010,Bluetooth Speaker,19,58.76,1116.44
2023-09-04,P009,Fitness Tracker,19,72.54,1378.26
2023-01-11,P009,Fitness Tracker,4,86.18,344.72
2023-12-15,P003,Smart Watch Pro,3,213.13,639.39
2023-11-09,P003,Smart Watch Pro,2,196.38,392.76
2023-04-24,P005,Gaming Mouse,4,65.86,263.44
2023-06-06,P005,Gaming Mouse,16,64.18,1026.88
2023-12-31,P005,Gaming Mouse,18,62.69,1128.42
2023-05-20,P009,Fitness Tracker,7,74.33,520.31
2024-10-06,P006,Mechanical Keyboard,18,120.11,2161.98
2023-03-27,P002,Wireless Earbuds,12,90.36,1084.32
2023-04-27,P009,Fitness Tracker,8,74.73,597.84
2023-07-30,P006,Mechanical Keyboard,9,137.85,1240.65
2023-03-27,P009,Fitness Tracker,14,77.37,1083.18
2023-03-22,P007,1080p Webcam,18,93.47,1682.46
2023-02-17,P010,Bluetooth Speaker,6,62.22,373.32
2024-09-17,P009,Fitness Tracker,17,81.39,1383.63
2023-03-22,P005,Gaming Mouse,3,56.68,170.04
2024-10-15,P008,Noise Cancelling Headphones,2,193.06,386.12
2023-10-24,P005,Gaming Mouse,20,58.03,1160.6
2023-05-25,P002,Wireless Earbuds,17,95.7,1626.9
2024-05-10,P008,Noise Cancelling Headphones,3,211.15,633.45
2024-09-13,P001,Premium Headphones,4,152.86,611.44
2023-10-21,P007,1080p Webcam,20,83.05,1661.0
2023-05-05,P001,Premium Headphones,6,150.47,902.82
2023-09-10,P007,1080p Webcam,19,98.05,1862.95
2024-06-14,P008,Noise Cancelling Headphones,14,208.88,2924.32
2023-11-05,P002,Wireless Earbuds,17,98.95,1682.15
2024-03-26,P002,Wireless Earbuds,3,104.51,313.53
2024-04-22,P006,Mechanical Keyboard,15,141.59,2123.85
2023-12-29,P009,Fitness Tracker,20,78.89,1577.8
2024-02-11,P007,1080p Webcam,17,85.1,1446.7
2023-05-17,P008,Noise Cancelling Headphones,6,202.06,1212.36
2024-11-18,P007,1080p Webcam,9,95.81,862.29
2023-07-06,P009,Fitness Tracker,12,77.34,928.08
2024-02-10,P003,Smart Watch Pro,19,181.09,3440.71
2024-09-28,P004,4K Action Camera,3,295.63,886.89
2024-04-03,P009,Fitness Tracker,12,78.89,946.68
2023-06-17,P006,Mechanical Keyboard,7,136.55,955.85
2024-09-20,P005,Gaming Mouse,3,59.72,179.16
2024-05-05,P002,Wireless Earbuds,14,98.76,1382.64
2023-07-17,P002,Wireless Earbuds,14,93.46,1308.44
2024-02-03,P004,4K Action Camera,20,324.18,6483.6
2024-07-05,P006,Mechanical Keyboard,1,122.69,122.69
2023-05-20,P009,Fitness Tracker,5,75.09,375.45
2024-08-03,P002,Wireless Earbuds,18,104.04,1872.72
2024-09-16,P008,Noise Cancelling Headphones,8,218.93,1751.44
2024-03-22,P001,Premium Headphones,3,135.55,406.65
2023-04-14,P001,Premium Headphones,20,159.23,3184.6
2023-10-05,P002,Wireless Earbuds,14,100.64,1408.96
2023-01-23,P002,Wireless Earbuds,17,98.36,1672.12
2024-04-29,P004,4K Action Camera,16,293.14,4690.24
2023-04-05,P008,Noise Cancelling Headphones,15,194.33,2914.95
2024-07-11,P004,4K Action Camera,4,328.74,1314.96
2023-01-19,P003,Smart Watch Pro,18,194.66,3503.88
2024-06-17,P010,Bluetooth Speaker,11,64.59,710.49
2023-02-02,P006,Mechanical Keyboard,18,126.44,2275.92
2024-10-05,P003,Smart Watch Pro,13,184.83,2402.79
2024-06-26,P010,Bluetooth Speaker,17,64.34,1093.78
2023-01-12,P009,Fitness Tracker,12,73.13,877.56
2024-03-06,P007,1080p Webcam,11,81.98,901.78
2023-02-11,P001,Premium Headphones,12,142.46,1709.52
2024-02-21,P009,Fitness Tracker,10,79.58,795.8
2024-09-15,P009,Fitness Tracker,9,87.53,787.77
2023-12-26,P003,Smart Watch Pro,16,196.42,3142.72
2024-01-15,P010,Bluetooth Speaker,5,58.63,293.15
2023-05-29,P008,Noise Cancelling Headphones,11,190.91,2100.01
2023-09-10,P003,Smart Watch Pro,1,196.95,196.95
2023-10-06,P003,Smart Watch Pro,15,203.84,3057.6
2024-01-21,P002,Wireless Earbuds,14,92.33,1292.62
2023-04-03,P001,Premium Headphones,11,163.0,1793.0
2024-10-12,P002,Wireless Earbuds,8,97.31,778.48
2023-12-29,P007,1080p Webcam,1,85.05,85.05
2024-08-30,P004,4K Action Camera,1,308.62,308.62
2024-01-22,P005,Gaming Mouse,11,54.17,595.87
2024-07-19,P010,Bluetooth Speaker,3,59.21,177.63
2023-05-25,P010,Bluetooth Speaker,1,57.42,57.42
2024-03-16,P002,Wireless Earbuds,18,105.44,1897.92
2024-08-10,P001,Premium Headphones,12,159.19,1910.28
2023-10-24,P006,Mechanical Keyboard,9,135.71,1221.39
2023-10-13,P007,1080p Webcam,9,87.78,790.02
2023-03-20,P010,Bluetooth Speaker,13,61.74,802.62
2023-06-24,P010,Bluetooth Speaker,6,59.44,356.64
2023-12-02,P002,Wireless Earbuds,9,93.17,838.53
2023-11-17,P001,Premium Headphones,14,135.48,1896.72
2024-03-04,P006,Mechanical Keyboard,8,118.39,947.12
2024-05-28,P007,1080p Webcam,18,96.76,1741.68
2023-08-22,P006,Mechanical Keyboard,5,128.82,644.1
2023-06-13,P003,Smart Watch Pro,10,181.11,1811.1
2024-03-09,P004,4K Action Camera,15,284.88,4273.2
2023-07-10,P002,Wireless Earbuds,15,93.25,1398.75
2023-08-19,P004,4K Action Camera,9,299.65,2696.85
2024-12-06,P007,1080p Webcam,20,97.17,1943.4
2023-02-21,P001,Premium Headphones,9,164.68,1482.12
2024-08-23,P010,Bluetooth Speaker,16,57.35,917.6
2023-11-30,P003,Smart Watch Pro,2,213.44,426.88
2024-12-16,P010,Bluetooth Speaker,17,61.91,1052.47
2023-06-02,P008,Noise Cancelling Headphones,1,217.45,217.45
2023-07-21,P009,Fitness Tracker,12,73.41,880.92
2023-05-07,P003,Smart Watch Pro,5,207.63,1038.15
